case_no,status_dttm,status,code,description,violation_stno,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
V444476,2019-05-01 11:04:30,Closed,105.1,Failure to Obtain Permit,32,Orleans,ST,East Boston,MA,02128,01,C/O MICHAEL RABB,EAST BOSTON,MA,02128,105956.0,42.36763949393948,-71.0385403813768,"(42.36763949393948, -71.0385403813768)"
V444477,2019-05-01 10:17:53,Closed,105.1,Failure to Obtain Permit,9,Sayward,ST,Dorchester,MA,02125,15,9 SAYWARD,DORCHESTER,MA,02125,123735.0,42.3140495375847,-71.06839056822311,"(42.3140495375847, -71.06839056822311)"
V444475,2019-05-01 10:16:45,Closed,104.6,Right of Entry,17,Sheafe,ST,Boston,MA,02113,03,17 Sheafe St #S1F,Boston,MA,02113,126517.0,42.36632151670966,-71.05559742293624,"(42.36632151670966, -71.05559742293624)"
V444474,2019-05-01 10:05:27,Closed,116.1,Unsafe and Dangerous,17,Sheafe,ST,Boston,MA,02113,03,17 Sheafe St #S1F,Boston,MA,02113,126517.0,42.36632151670966,-71.05559742293624,"(42.36632151670966, -71.05559742293624)"
V444467,2019-05-01 09:53:21,Closed,1001.3.2,Testing & Certification,17,Sheafe,ST,Boston,MA,02113,03,17 Sheafe St #S1F,Boston,MA,02113,126517.0,42.36632151670966,-71.05559742293624,"(42.36632151670966, -71.05559742293624)"
V444295,2019-04-30 14:26:00,Closed,210.12,AFCI,100,Stuart,ST,Boston,MA,02116,05,18 Graf Road #31,Newburyport,MA,01950,131637.0,42.35086882775654,-71.06550266975066,"(42.35086882775654, -71.06550266975066)"
V444252,2019-04-30 08:36:50,Closed,102.8,Maintenance,270,E,ST,South Boston,MA,02127,06,272 E Street,South Boston,MA,02127,50577.0,42.33644951268234,-71.05107047949801,"(42.33644951268234, -71.05107047949801)"
V444139,2019-04-29 12:06:39,Closed,116.1,Unsafe and Dangerous,538,Blue Hill,AVE,Dorchester,MA,02121,14,6 PARTRIDGE HILL ROAD,ANDOVER,MA,01810,16501.0,42.30542955993365,-71.08422062330744,"(42.30542955993365, -71.08422062330744)"
V444131,2019-04-29 11:44:55,Closed,105.1,Failure to Obtain Permit,98,Temple,ST,West Roxbury,MA,02132,20,98 TEMPLE STREET,WEST ROXBURY,MA,02132,134349.0,42.280699673037994,-71.16333085683497,"(42.280699673037994, -71.16333085683497)"
V436562,2019-04-29 09:50:05,Closed,105.1,Failure to Obtain Permit,21,Duncan,ST,Dorchester,MA,02122,15,1372 Hancock Street,QUINCY,MA,02169,421172.0,42.30248784701902,-71.05846400717734,"(42.30248784701902, -71.05846400717734)"
V435412,2019-04-26 15:03:18,Closed,116.1,Unsafe and Dangerous,304,Sumner,ST,East Boston,MA,02128,01,304 SUMNER ST #1,EAST BOSTON,MA,02128,132382.0,42.367649490761806,-71.03651037640383,"(42.367649490761806, -71.03651037640383)"
V443935,2019-04-26 12:34:19,Closed,105.1,Failure to Obtain Permit,47,Rosseter,ST,Dorchester,MA,02121,14,531 ELIOT ST,MILTON,MA,02186,118780.0,42.303779547773736,-71.07531060778845,"(42.303779547773736, -71.07531060778845)"
V443758,2019-04-26 08:02:02,Closed,105.1,Failure to Obtain Permit,60,Washington,ST,Hyde Park,MA,02136,18,60 Washington St,Hyde Park,MA,02136,145737.0,42.24592963706263,-71.11980083199516,"(42.24592963706263, -71.11980083199516)"
V443768,2019-04-25 10:02:42,Closed,1006.1,Number of Exits or Exit Access,20,Sunset,ST,Mission Hill,MA,02120,10,20 SUNSET,JAMAICA PLAIN,MA,02130,437892.0,42.33114102391505,-71.10850195248221,"(42.33114102391505, -71.10850195248221)"
V443761,2019-04-25 09:45:20,Open,1006.1,Number of Exits or Exit Access,18,Sunset,ST,Mission Hill,MA,02120,10,20 Sunset St,Jamaica Plain,MA,02130,376413.0,42.33117958912408,-71.10848062084351,"(42.33117958912408, -71.10848062084351)"
V443749,2019-04-25 09:24:09,Closed,116.1,Unsafe and Dangerous,156,Savannah,AV,Mattapan,MA,02126,18,156 SAVANNAH AVE,MATTAPAN,MA,02126,123042.0,42.27340958707493,-71.1011207331062,"(42.27340958707493, -71.1011207331062)"
V443027,2019-04-24 14:58:12,Closed,116.1,Unsafe and Dangerous,105R,Eutaw,ST,East Boston,MA,02128,01,105 EUTAW ST,EAST BOSTON,MA,02128,352028.0,42.379747144334814,-71.0353507321031,"(42.379747144334814, -71.0353507321031)"
V443599,2019-04-24 10:11:39,Closed,116.1,Unsafe and Dangerous,28,Leland,ST,Jamaica Plain,MA,02130,19,28 LELAND STREET,JAMAICA PLAIN,MA,02130,85026.0,42.29723959931851,-71.1127507063105,"(42.29723959931851, -71.1127507063105)"
V434359,2019-04-23 10:20:02,Closed,105.4,Validity of Permit,1084,Canterbury,ST,Roslindale,MA,02131,18,190 MILTON ST,DEDHAM,MA,02026,25454.0,42.277869616989406,-71.1231807731495,"(42.277869616989406, -71.1231807731495)"
V435011,2019-04-23 10:13:59,Closed,Ch.16-26.4,Reg. of Construction Hour,37,Haydn,ST,Roslindale,MA,02131,20,2 JUNIPER ST,FLORENCE,MA,01062,72106.0,42.27842964114581,-71.13960080879302,"(42.27842964114581, -71.13960080879302)"
V431957,2019-04-23 10:12:11,Closed,116.1,Unsafe and Dangerous,37,Haydn,ST,Roslindale,MA,02131,20,20 Keystone Street,West Roxbury,MA,02132,72106.0,42.27842964114581,-71.13960080879302,"(42.27842964114581, -71.13960080879302)"
V431954,2019-04-23 10:10:01,Closed,105.1,Failure to Obtain Permit,37,Haydn,ST,Roslindale,MA,02131,20,20 Keystone Street,West Roxbury,MA,02132,72106.0,42.27842964114581,-71.13960080879302,"(42.27842964114581, -71.13960080879302)"
V440581,2019-04-23 09:19:19,Closed,116.1,Unsafe and Dangerous,11,Nonquit,ST,Dorchester,MA,02125,13,21 NONQUIT STREET,DORCHESTER,MA,02125,103048.0,42.31783953727794,-71.0684805599794,"(42.31783953727794, -71.0684805599794)"
V416653,2019-04-23 08:56:58,Closed,3307.1,Protection of Adj. Property,24,Lyndeboro,ST,Charlestown,MA,02129,02,24 LYNDEBORO,CHARLESTOWN,MA,02129,87858.0,42.37980597755093,-71.07041439876981,"(42.37980597755093, -71.07041439876981)"
V433627,2019-04-23 08:53:04,Closed,3307.1,Protection of Adj. Property,24,Lyndeboro,ST,Charlestown,MA,02129,02,24 LYNDEBORO STREET,CHARLESTOWN,MA,02129,87858.0,42.37980597755093,-71.07041439876981,"(42.37980597755093, -71.07041439876981)"
V443355,2019-04-22 11:33:46,Closed,107.4,Failed to comply w permit term,601,Bennington,ST,East Boston,MA,02128,01,601 BENNINGTON STREET,EAST BOSTON,MA,02128,14818.0,42.382859465871974,-71.01707029987094,"(42.382859465871974, -71.01707029987094)"
V443320,2019-04-22 10:04:26,Closed,105.1,Failure to Obtain Permit,18,Sunset,ST,Mission Hill,MA,02120,10,20 SUNSET STREET,JAMAICA PLAIN,MA,02130,437891.0,42.33117958912408,-71.10848062084351,"(42.33117958912408, -71.10848062084351)"
V443308,2019-04-22 08:42:49,Open,105.1,Failure to Obtain Permit,20,Sunset,ST,Mission Hill,MA,02120,10,20 SUNSET STREET,JAMAICA PLAIN,MA,02130,437892.0,42.33114102391505,-71.10850195248221,"(42.33114102391505, -71.10850195248221)"
V443120,2019-04-19 11:45:39,Closed,116.1,Unsafe and Dangerous,7,Beaver,PL,Boston,MA,02108,05,220 BOYLSTON ST #1110,BOSTON,MA,02116,13000.0,42.35628953838438,-71.07185048221952,"(42.35628953838438, -71.07185048221952)"
V443118,2019-04-19 11:15:01,Closed,116.1,Unsafe and Dangerous,36,Temple,ST,Mattapan,MA,02126,17,36 Temple St,Roxbury,MA,02119,134207.0,42.27316154794584,-71.07293267014376,"(42.27316154794584, -71.07293267014376)"
V443108,2019-04-19 10:13:40,Closed,105.1,Failure to Obtain Permit,17,Beach,ST,Boston,MA,02111,03,400 South Ave,WESTON,MA,02493,161858.0,42.35131339124589,-71.06199558776353,"(42.35131339124589, -71.06199558776353)"
V443098,2019-04-19 09:17:04,Closed,116.1,Unsafe and Dangerous,54,Thatcher,ST,Hyde Park,MA,02136,18,54 THATCHER,HYDE PARK,MA,02136,134692.0,42.266919611478954,-71.11767078429573,"(42.266919611478954, -71.11767078429573)"
V443092,2019-04-19 09:02:41,Open,116.1,Unsafe and Dangerous,17,Perkins,AV,Hyde Park,MA,02136,18,17 PERKINS AV,HYDE PARK,MA,02136,109337.0,42.25573962929421,-71.12884083562079,"(42.25573962929421, -71.12884083562079)"
V443077,2019-04-19 08:21:01,Closed,105.1,Failure to Obtain Permit,2,Rock,AV,Dorchester,MA,02124,17,2  ROCK  AV,DORCHESTER,MA,02124,154697.0,42.28534955838868,-71.08140066172052,"(42.28534955838868, -71.08140066172052)"
V442965,2019-04-18 11:23:13,Closed,102.8,Maintenance,71B,Spring Park,AVE,Jamaica Plain,MA,02130,19,71B SPRING PARK AV,JAMAICA PLAIN,MA,02130,129716.0,42.31609659133557,-71.10845965444805,"(42.31609659133557, -71.10845965444805)"
V442764,2019-04-17 08:59:14,Closed,105.1,Failure to Obtain Permit,34,Rutland,SQ,Roxbury,MA,02118,04,C/O LAILA MAALOUF,BOSTON,MA,02118,120077.0,42.34178954834525,-71.07844052900307,"(42.34178954834525, -71.07844052900307)"
V442740,2019-04-17 08:20:46,Closed,111.1,Certificate of Occupancy,234,Beacon,ST,Boston,MA,02116,05,4 Bunker Hill Industrial Park,Boston,MA,02129,10338.0,42.35391954758263,-71.07905050356656,"(42.35391954758263, -71.07905050356656)"
V442596,2019-04-16 08:45:49,Closed,3307.1,Protection of Adj. Property,801,Broadway,,South Boston,MA,02127,06,801 EAST BROADWAY,SOUTH BOSTON,MA,02127,21212.0,42.33546948817399,-71.03262044004074,"(42.33546948817399, -71.03262044004074)"
V442323,2019-04-11 13:45:43,Closed,105.1,Failure to Obtain Permit,70,Lexington,ST,East Boston,MA,02128,01,141 Foster Rd,SWAMPSCOTT,MA,01907,85711.0,42.37790949252534,-71.03742035718675,"(42.37790949252534, -71.03742035718675)"
V441974,2019-04-09 10:33:21,Closed,105.1,Failure to Obtain Permit,46,Garden,ST,Boston,MA,02114,05,326 PROSPECT HILL ROAD,WALTHAM,MA,02451,62518.0,42.35996953112007,-71.06674046197983,"(42.35996953112007, -71.06674046197983)"
V441950,2019-04-09 09:43:13,Closed,116.1,Unsafe and Dangerous,46,Lyon,ST,Dorchester,MA,02122,15,190 HIGH STREET 6TH FLOOR,BOSTON,MA,02110,87948.0,42.30600952800025,-71.06108056986518,"(42.30600952800025, -71.06108056986518)"
V441944,2019-04-09 09:30:59,Closed,116.1,Unsafe and Dangerous,99,Beacon,ST,Hyde Park,MA,02136,18,99 BEACON STREET,HYDE PARK,MA,02136,12540.0,42.2553396055568,-71.11269079972344,"(42.2553396055568, -71.11269079972344)"
V441918,2019-04-09 09:15:31,Closed,116.2,Unsafe and Dangerous,691,Eighth,ST,South Boston,MA,02127,07,C/O ARTHUR J PORTER TS,SOUTH BOSTON,MA,02127,52395.0,42.331379489582595,-71.03369045122747,"(42.331379489582595, -71.03369045122747)"
V441838,2019-04-08 14:02:42,Closed,1001.3.2,Testing & Certification,46,Garden,ST,Boston,MA,02114,05,326 PROSPECT HILL ROAD,WALTHAM,MA,02451,62518.0,42.35996953112007,-71.06674046197983,"(42.35996953112007, -71.06674046197983)"
V428121,2019-04-08 13:02:48,Open,4-3,Building or Use of Premise req,170,Savin Hill,AV,Dorchester,MA,02125,13,168 SAVIN HILL AV,DORCHESTER,MA,02125,172358.0,42.309959513563165,-71.0509705386539,"(42.309959513563165, -71.0509705386539)"
V421444,2019-04-08 12:31:46,Closed,102.8,Maintenance,30,Copeland,ST,Roxbury,MA,02119,12,11 Wilbert Circle,Dorchester,MA,02124,42448.0,42.32240255355063,-71.08085957764496,"(42.32240255355063, -71.08085957764496)"
V421449,2019-04-08 12:29:57,Closed,3307.1,Protection of Adj. Property,30,Copeland,ST,Roxbury,MA,02119,12,11 Wilbert Circle,Dorchester,MA,02124,42448.0,42.32240255355063,-71.08085957764496,"(42.32240255355063, -71.08085957764496)"
V421439,2019-04-08 12:26:49,Closed,116.1,Unsafe and Dangerous,30,Copeland,ST,Roxbury,MA,02119,12,11 Wilbert Circle,Dorchester,MA,02124,42448.0,42.32240255355063,-71.08085957764496,"(42.32240255355063, -71.08085957764496)"
V434699,2019-04-08 12:13:11,Closed,116.1,Unsafe and Dangerous,13,Chelsea,ST,East Boston,MA,02128,01,13 Chelsea St,East Boston,MA,02128,30310.0,42.37029949335754,-71.03806037526056,"(42.37029949335754, -71.03806037526056)"
V434149,2019-04-08 11:35:16,Closed,116.1,Unsafe and Dangerous,32,Orleans,ST,East Boston,MA,02128,01,420 SARATOGA ST,EAST BOSTON,MA,02128,105956.0,42.36763949393948,-71.0385403813768,"(42.36763949393948, -71.0385403813768)"
V434165,2019-04-08 11:33:26,Closed,105.1,Failure to Obtain Permit,32,Orleans,ST,East Boston,MA,02128,01,420 SARATOGA ST,EAST BOSTON,MA,02128,105956.0,42.36763949393948,-71.0385403813768,"(42.36763949393948, -71.0385403813768)"
V434128,2019-04-08 11:31:01,Closed,116.1,Unsafe and Dangerous,32,Orleans,ST,East Boston,MA,02128,01,420 SARATOGA ST,EAST BOSTON,MA,02128,105956.0,42.36763949393948,-71.0385403813768,"(42.36763949393948, -71.0385403813768)"
V433644,2019-04-08 11:24:17,Closed,105.1,Failure to Obtain Permit,10,Bennington,ST,East Boston,MA,02128,01,12 FROST CIRCLE,WELLESLEY,MA,02482,14506.0,42.37522949325584,-71.03845036508325,"(42.375229493255844, -71.03845036508325)"
V441783,2019-04-08 10:51:41,Closed,107.4,Failed to comply w permit term,338,Blue Hill,AV,Dorchester,MA,02121,14,64 HOLLINGSWORTH ROAD,MILTON,MA,02186,16414.0,42.31277955268127,-71.07978059687657,"(42.31277955268127, -71.07978059687657)"
V441772,2019-04-08 10:33:37,Closed,3307.1,Protection of Adj. Property,338,Blue Hill,AV,Dorchester,MA,02121,14,64 HOLLINGSWORTH ROAD,MILTON,MA,02186,16414.0,42.31277955268127,-71.07978059687657,"(42.31277955268127, -71.07978059687657)"
V441753,2019-04-08 08:49:28,Closed,116.1,Unsafe and Dangerous,220,Itasca,ST,Mattapan,MA,02126,18,220 ITASCA STREET,MATTAPAN,MA,02126,79119.0,42.27320058966937,-71.10250973708922,"(42.27320058966937, -71.10250973708922)"
V441641,2019-04-05 14:29:22,Closed,102.8,Maintenance,238,Marlborough,ST,Boston,MA,02116,05,715 Boylston Street,Boston,MA,02116,90706.0,42.35181955147962,-71.08170051323826,"(42.35181955147962, -71.08170051323826)"
V441640,2019-04-05 14:19:45,Closed,105.1,Failure to Obtain Permit,45,Monadnock,ST,Dorchester,MA,02125,13,45  MONADNOCK  ST,DORCHESTER,MA,02125,96294.0,42.31589953795879,-71.06924056687144,"(42.31589953795879, -71.06924056687144)"
V441396,2019-04-04 09:56:13,Closed,3307.1,Protection of Adj. Property,89,Prescott,ST,East Boston,MA,02128,01,282 Bennington St,East Boston,MA,02128,421338.0,42.37794915553648,-71.02906270489106,"(42.37794915553648, -71.02906270489106)"
V441365,2019-04-04 08:28:23,Closed,105.1,Failure to Obtain Permit,792,Saratoga,ST,East Boston,MA,02128,01,185 VALENTINE ST,NEWTON,MA,02465,122798.0,42.38432046523578,-71.01615529418285,"(42.38432046523578, -71.01615529418285)"
V441223,2019-04-03 09:20:46,Closed,116.1,Unsafe and Dangerous,82,Chandler,ST,Boston,MA,02116,05,77 DORCHESTER STREET,SOUTH BOSTON,MA,02127,28821.0,42.34642953901229,-71.07237050522859,"(42.34642953901229, -71.07237050522859)"
V441215,2019-04-03 08:56:33,Closed,105.1,Failure to Obtain Permit,38,Itasca,ST,Mattapan,MA,02126,18,165 HANCOCK STREET,BRAINTREE,MA,02184,79146.0,42.277209582850105,-71.09847071898878,"(42.277209582850105, -71.09847071898878)"
V441032,2019-04-02 09:15:04,Closed,116.2,Unsafe and Dangerous,8,Westmoreland,ST,Dorchester,MA,02124,16,8 WESTMORELAND STREET,DORCHESTER,MA,02124,148777.0,42.2846795226679,-71.05620060637736,"(42.2846795226679, -71.05620060637736)"
V441010,2019-04-02 09:05:55,Closed,901.3,Modification fire protection,1,Westinghouse,PZ,Hyde Park,MA,02136,18,1 WESTINGHOUSE PLZ,HYDE PARK,MA,02136,420739.0,42.24682193160383,-71.13099744195996,"(42.24682193160383, -71.13099744195996)"
V441002,2019-04-02 08:28:38,Closed,Ch.143-3L,Elec work w/o per,733,Fifth,ST,South Boston,MA,02127,06,245 EMERSON ST,SOUTH BOSTON,MA,02127,58035.0,42.33388948521837,-71.03064043903827,"(42.333889485218364, -71.03064043903827)"
V440801,2019-04-01 09:32:44,Closed,116.1,Unsafe and Dangerous,100,Malcolm X,BL,Roxbury,MA,02120,09,C/O ISLAMIC SOCIETY OF BOS,ROXBURY CROS,MA,02120,340841.0,42.3309049874395,-71.09337359223076,"(42.3309049874395, -71.09337359223076)"
V440782,2019-04-01 09:19:35,Closed,116.1,Unsafe and Dangerous,100,Malcolm X,BL,Roxbury,MA,02120,09,C/O ISLAMIC SOCIETY OF BOS,ROXBURY CROS,MA,02120,340841.0,42.3309049874395,-71.09337359223076,"(42.3309049874395, -71.09337359223076)"
V440775,2019-04-01 08:34:47,Closed,105.1,Failure to Obtain Permit,205,Humboldt,AVE,Dorchester,MA,02121,12,619 CENTRE STREET,JAMAICA PLAIN,MA,02130,75983.0,42.31289956682187,-71.0899306192557,"(42.312899566821876, -71.0899306192557)"
V440630,2019-03-29 13:28:51,Closed,116.1,Unsafe and Dangerous,4,Neponset,AV,Hyde Park,MA,02136,18,4 NEPONSET AVE,Hyde Park,MA,02136,100613.0,42.25075961829639,-71.12078082851643,"(42.25075961829639, -71.12078082851643)"
V440474,2019-03-28 11:31:40,Closed,5110.1,Failure to secure permit,9,Ingleside,ST,Dorchester,MA,02125,13,440 WARREN ST #2,DORCHESTER,MA,02121,78693.0,42.317260549078846,-71.07751058165758,"(42.317260549078846, -71.07751058165758)"
V440209,2019-03-26 11:55:43,Closed,116.2,Unsafe and Dangerous,546,Broadway,,South Boston,MA,02127,06,224 Bellevue Road,North Quincy,MA,02171,21001.0,42.33573950114204,-71.04243046129548,"(42.33573950114204, -71.04243046129548)"
V440125,2019-03-26 10:49:38,Closed,903.5,Fire Protection Systems,154,Commonwealth,AV,Boston,MA,02116,05,3000 Davenport Avenue,Canton,MA,02021,163712.0,42.351284113083715,-71.07864889964954,"(42.351284113083715, -71.07864889964954)"
V440115,2019-03-26 08:58:22,Closed,105.1,Failure to Obtain Permit,722,Truman,PW,Hyde Park,MA,02136,18,722 TRUMAN HWY,HYDE PARK,MA,02136,170584.0,42.25148146903947,-71.11943720140214,"(42.251481469039476, -71.11943720140214)"
V439917,2019-03-25 11:47:19,Closed,116.1,Unsafe and Dangerous,349,Dudley,ST,Roxbury,MA,02119,08,53 FLYNT ST,QUINCY,MA,02171,49706.0,42.32670354695313,-71.07636755739874,"(42.32670354695313, -71.07636755739874)"
V439612,2019-03-21 12:16:16,Closed,116.1,Unsafe and Dangerous,33,Bowdoin,ST,Boston,MA,02114,03,C/O Ad Meliora LLC,Boston,MA,02109,419258.0,42.360105689677496,-71.06313697388973,"(42.360105689677496, -71.06313697388973)"
V439616,2019-03-21 11:54:18,Closed,116.1,Unsafe and Dangerous,17,Sheafe,ST,Boston,MA,02113,03,293 Pommogussett Road,Rutland,MA,01543,126517.0,42.36632151670966,-71.05559742293624,"(42.36632151670966, -71.05559742293624)"
V439527,2019-03-21 08:46:51,Closed,105.1,Failure to Obtain Permit,305,Hancock,ST,Dorchester,MA,02122,15,136 Newbury Street,Boston,MA,02116,165967.0,42.30814906128332,-71.0586860139014,"(42.30814906128332, -71.0586860139014)"
V433452,2019-03-20 12:16:05,Closed,1027.1,Int. Exit  Stairways & Ramps,7,Sherman,ST,Charlestown,MA,02129,02,209 COMMONWEALTH AVE,CHESTNUT HILL,MA,02467,126891.0,42.38725954023821,-71.07638042326975,"(42.38725954023821, -71.07638042326975)"
V433406,2019-03-20 12:14:19,Closed,116.2,Unsafe and Dangerous,7,Sherman,ST,Charlestown,MA,02129,02,209 Commonwealth Ave,CHESTNUT HILL,MA,02467,126891.0,42.38725954023821,-71.07638042326975,"(42.38725954023821, -71.07638042326975)"
V433396,2019-03-20 12:11:32,Closed,111.1,Certificate of Occupancy,7,Sherman,ST,Charlestown,MA,02129,02,209 COMMONWEALTH AVE,CHESTNUT HILL,MA,02467,126891.0,42.38725954023821,-71.07638042326975,"(42.38725954023821, -71.07638042326975)"
V434722,2019-03-20 11:48:34,Closed,116.2,Unsafe and Dangerous,7,Sherman,ST,Charlestown,MA,02129,02,"209 Commonwealth Ave , Unit 2A",CHESTNUT HILL,MA,02467,126891.0,42.38725954023821,-71.07638042326975,"(42.38725954023821, -71.07638042326975)"
V432879,2019-03-20 10:55:15,Closed,105.1,Failure to Obtain Permit,7,Sherman,ST,Charlestown,MA,02129,02,209 Commonwealth Avenue,CHESTNUT HILL,MA,02467,126891.0,42.38725954023821,-71.07638042326975,"(42.38725954023821, -71.07638042326975)"
V439384,2019-03-20 10:29:33,Closed,111.1,Certificate of Occupancy,360,Cummins,HW,Roslindale,MA,02131,18,23 GRASSMERE RD,HYDE PARK,MA,02136,44873.0,42.27832960633853,-71.11545075408432,"(42.27832960633853, -71.11545075408432)"
V439035,2019-03-18 12:02:33,Closed,116.2,Unsafe and Dangerous,7,Beaver,PL,Boston,MA,02108,05,"220 Boylston St, #1110",Boston,MA,02108,13000.0,42.35628953838438,-71.07185048221952,"(42.35628953838438, -71.07185048221952)"
V439004,2019-03-18 11:03:22,Closed,116.1,Unsafe and Dangerous,90,Commonwealth,AV,Boston,MA,02116,05,90 Commonwealth Ave,Boston,MA,02116,41283.0,42.35212254317391,-71.0756915000074,"(42.35212254317391, -71.0756915000074)"
V438967,2019-03-18 09:24:27,Closed,3310.2,Maintenance of Means of Egress,100,Malcolm X,BL,Roxbury,MA,02120,09,C/O ISLAMIC SOCIETY OF BOS,ROXBURY CROS,MA,02120,340841.0,42.3309049874395,-71.09337359223076,"(42.3309049874395, -71.09337359223076)"
V422413,2019-03-18 09:18:04,Closed,116.1,Unsafe and Dangerous,7,Woodlawn,ST,Jamaica Plain,MA,02130,11,33 KIRKWOOD RD,BRIGHTON,MA,02135,151693.0,42.299129600862976,-71.11338070329874,"(42.299129600862976, -71.11338070329874)"
V438965,2019-03-18 09:14:14,Closed,102.8,Maintenance,8,Kittredge,ST,Roslindale,MA,02131,18,594 Marrett Road,Lexington,MA,02421,166791.0,42.28485245236779,-71.12933086091368,"(42.28485245236779, -71.12933086091368)"
V438841,2019-03-15 13:23:13,Closed,102.2.2,Municipal Bylaws or Ordinances,90,Commonwealth,AV,Boston,MA,02116,05,90 Commonwealth Ave,Boston,MA,02116,41283.0,42.35212254317391,-71.0756915000074,"(42.35212254317391, -71.0756915000074)"
V438833,2019-03-15 12:56:20,Closed,105.1,Failure to Obtain Permit,120,Savin Hill,AV,Dorchester,MA,02125,13,109 SAVIN HILL AVE,DORCHESTER,MA,02125,123171.0,42.31163251750866,-71.05331853968666,"(42.31163251750866, -71.05331853968666)"
V438660,2019-03-15 09:33:25,Closed,116.1,Unsafe and Dangerous,80,Chestnut,ST,Boston,MA,02108,05,78 Charles St,Boston,MA,02114,163308.0,42.35684012305983,-71.07005151978137,"(42.35684012305983, -71.07005151978137)"
